,PCODE,NAME,year,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,start_date,end_date,gap,게임수,출루,장타,series_index
2047,75151.0,정의윤,2019,13,52,8,15,2,0,2,23,9,0,0,2,1,0,10,2,0,0,220,4.0,2019-08-04,2019-09-13,-40 days,15,0.4,0.5192307692307693,t1
2048,75151.0,정의윤,2019,14,51,3,8,1,0,2,15,7,0,0,3,0,0,10,2,0,1,193,8.0,2019-07-07,2019-08-03,-27 days,15,0.25925925925925924,0.35294117647058826,t2
2049,75151.0,정의윤,2019,13,56,7,16,4,0,2,26,12,0,0,0,0,0,7,2,0,0,171,3.0,2019-06-18,2019-07-06,-18 days,15,0.39285714285714285,0.5714285714285714,t3
2050,75151.0,정의윤,2019,15,58,4,20,5,0,1,28,7,0,0,2,0,0,6,2,0,0,217,6.0,2019-05-09,2019-06-16,-38 days,15,0.4666666666666667,0.5862068965517241,t4
2051,75151.0,정의윤,2019,15,56,11,14,4,0,3,27,8,0,0,9,1,0,8,0,0,0,235,9.0,2019-04-20,2019-05-08,-18 days,15,0.4696969696969697,0.6071428571428571,t5
2052,75151.0,정의윤,2019,14,52,7,18,4,0,1,25,10,0,0,10,2,1,9,0,0,0,244,8.0,2019-04-02,2019-04-19,-17 days,15,0.5538461538461539,0.5769230769230769,t6
2053,75151.0,정의윤,2019,7,17,0,5,2,0,0,7,3,0,0,3,0,0,2,0,0,1,87,2.0,2019-03-23,2019-03-31,-8 days,8,0.5,0.5294117647058824,t7
2054,75151.0,정의윤,2020,2,22,0,2,1,0,0,3,1,0,0,0,0,0,7,0,0,0,71,1.0,2020-09-08,2020-10-22,-44 days,15,0.13636363636363635,0.18181818181818182,t0
2055,75151.0,정의윤,2020,7,36,3,10,2,0,0,12,5,0,0,1,0,0,11,0,0,1,136,6.0,2020-07-04,2020-09-06,-64 days,15,0.35135135135135137,0.3888888888888889,t1
2056,75151.0,정의윤,2020,10,38,2,7,0,1,1,12,2,0,0,2,0,0,6,3,0,0,149,3.0,2020-06-14,2020-07-02,-18 days,15,0.275,0.3684210526315789,t2
2057,75151.0,정의윤,2020,13,46,5,15,0,0,0,15,8,0,1,6,1,1,6,1,0,2,203,2.0,2020-05-26,2020-06-12,-17 days,15,0.42592592592592593,0.32608695652173914,t3
2058,75151.0,정의윤,2020,11,44,3,11,2,0,0,13,4,0,0,3,0,0,8,3,0,0,190,3.0,2020-05-06,2020-05-24,-18 days,15,0.3404255319148936,0.3409090909090909,t4
2059,75151.0,정의윤,2021,8,31,3,6,0,0,0,6,4,0,0,0,0,0,7,0,0,2,136,1.0,2021-07-07,2021-09-02,-57 days,15,0.1935483870967742,0.1935483870967742,t0
2060,75151.0,정의윤,2021,10,36,5,10,2,0,2,18,5,0,0,5,0,1,6,0,0,0,156,4.0,2021-06-13,2021-07-06,-23 days,15,0.47619047619047616,0.6111111111111112,t1
2061,75151.0,정의윤,2021,12,45,6,10,0,0,2,16,5,0,0,1,0,0,10,2,0,0,201,4.0,2021-05-19,2021-06-09,-21 days,15,0.2826086956521739,0.4,t2
2062,75151.0,정의윤,2021,11,49,7,12,0,0,3,21,10,0,0,5,0,0,12,3,0,0,217,9.0,2021-04-27,2021-05-18,-21 days,15,0.37037037037037035,0.4897959183673469,t3
2063,75151.0,정의윤,2021,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0.0,2021-04-07,2021-04-11,-4 days,2,0.0,0.0,t4
2064,75334.0,오재일,2018,12,44,3,10,2,0,1,15,3,1,0,3,0,0,13,2,0,1,165,4.0,2018-09-29,2018-11-12,-44 days,15,0.3404255319148936,0.4090909090909091,t0
2065,75334.0,오재일,2018,15,52,18,20,4,0,7,45,18,1,1,13,2,0,15,0,0,1,283,6.0,2018-09-12,2018-09-28,-16 days,15,0.6865671641791045,1.0769230769230769,t1
2066,75334.0,오재일,2018,15,56,12,18,0,0,4,30,8,0,0,8,0,0,13,0,0,0,257,5.0,2018-08-08,2018-09-11,-34 days,15,0.46875,0.6071428571428571,t2
2067,75334.0,오재일,2018,13,43,11,18,4,0,5,37,12,0,0,7,1,0,11,0,0,1,209,11.0,2018-07-20,2018-08-07,-18 days,15,0.6862745098039216,1.069767441860465,t3
2068,75334.0,오재일,2018,11,35,4,8,1,0,1,12,4,0,0,9,2,0,16,1,0,2,189,1.0,2018-06-17,2018-07-18,-31 days,15,0.45652173913043476,0.4,t4
2069,75334.0,오재일,2018,12,45,4,5,1,1,0,8,6,0,0,4,1,0,14,0,0,2,209,5.0,2018-05-16,2018-06-16,-31 days,15,0.24,0.2222222222222222,t5
2070,75334.0,오재일,2018,13,55,7,16,4,1,3,31,11,0,0,4,0,0,12,0,0,1,226,7.0,2018-04-25,2018-05-15,-20 days,15,0.4745762711864407,0.7090909090909091,t6
2071,75334.0,오재일,2018,14,56,7,12,3,0,3,24,7,0,0,8,0,1,25,0,0,0,276,5.0,2018-04-04,2018-04-24,-20 days,15,0.4153846153846154,0.5357142857142857,t7
2072,75334.0,오재일,2018,9,31,4,7,0,0,3,16,11,0,0,5,0,1,10,0,0,2,150,4.0,2018-03-24,2018-04-03,-10 days,9,0.43243243243243246,0.6129032258064516,t8
2073,75334.0,오재일,2019,15,70,13,27,5,0,4,44,23,0,0,1,0,0,10,0,0,0,247,13.0,2019-09-19,2019-10-26,-37 days,15,0.5211267605633803,0.7571428571428571,t0
2074,75334.0,오재일,2019,15,56,8,14,3,0,2,23,12,0,0,5,2,0,9,0,0,0,228,8.0,2019-08-25,2019-09-16,-22 days,15,0.4126984126984127,0.5,t1
2075,75334.0,오재일,2019,14,59,10,19,3,1,4,36,14,0,0,2,0,0,10,0,0,1,213,6.0,2019-08-03,2019-08-24,-21 days,15,0.47540983606557374,0.7457627118644068,t2
2076,75334.0,오재일,2019,15,55,14,20,9,0,2,35,12,0,0,11,0,0,10,1,0,2,264,5.0,2019-07-05,2019-08-01,-27 days,15,0.6363636363636364,0.8363636363636363,t3
2077,75334.0,오재일,2019,14,50,5,16,4,0,2,26,10,1,0,5,0,0,11,0,0,0,195,5.0,2019-06-16,2019-07-04,-18 days,15,0.4909090909090909,0.64,t4
2078,75334.0,오재일,2019,10,38,5,10,1,0,0,11,4,0,0,6,0,0,11,1,0,0,165,3.0,2019-05-26,2019-06-15,-20 days,15,0.38636363636363635,0.3157894736842105,t5
2079,75334.0,오재일,2019,14,55,11,18,3,0,5,36,20,0,1,9,0,0,12,2,0,0,255,9.0,2019-05-08,2019-05-25,-17 days,15,0.546875,0.8,t6
2080,75334.0,오재일,2019,14,54,9,13,3,0,1,19,6,1,0,9,1,1,17,0,0,1,265,3.0,2019-04-20,2019-05-07,-17 days,15,0.4307692307692308,0.42592592592592593,t7
2081,75334.0,오재일,2019,13,48,5,6,0,0,2,12,7,0,0,8,0,0,15,1,0,0,206,4.0,2019-03-23,2019-04-19,-27 days,14,0.2857142857142857,0.2916666666666667,t8
2082,75334.0,오재일,2020,15,57,5,12,2,0,2,20,5,1,1,2,0,0,19,1,0,0,259,2.0,2020-10-27,2020-11-24,-28 days,15,0.3050847457627119,0.42105263157894735,t0
2083,75334.0,오재일,2020,15,54,10,20,7,0,0,27,10,1,0,9,0,0,6,1,0,0,248,4.0,2020-10-07,2020-10-24,-17 days,15,0.5714285714285714,0.6296296296296297,t1
2084,75334.0,오재일,2020,13,48,3,8,1,0,1,12,7,0,1,10,0,1,13,3,0,0,235,4.0,2020-09-20,2020-10-06,-16 days,15,0.3559322033898305,0.2916666666666667,t2
2085,75334.0,오재일,2020,15,52,6,13,3,0,3,25,12,1,0,11,0,0,12,3,0,1,238,7.0,2020-09-01,2020-09-19,-18 days,15,0.47619047619047616,0.5961538461538461,t3
2086,75334.0,오재일,2020,13,58,7,16,1,0,3,26,12,0,0,7,0,0,14,1,0,0,251,3.0,2020-08-11,2020-08-30,-19 days,15,0.4153846153846154,0.5172413793103449,t4
2087,75334.0,오재일,2020,15,60,6,21,3,0,1,27,12,0,0,4,0,0,12,0,0,1,245,10.0,2020-07-19,2020-08-08,-20 days,15,0.453125,0.5166666666666667,t5
2088,75334.0,오재일,2020,15,64,7,21,5,0,1,29,9,0,0,4,0,0,4,2,0,0,238,9.0,2020-07-01,2020-07-18,-17 days,15,0.45588235294117646,0.546875,t6
2089,75334.0,오재일,2020,14,51,9,16,4,0,3,29,9,0,0,8,0,0,9,0,0,0,229,7.0,2020-06-04,2020-06-30,-26 days,15,0.5254237288135594,0.7058823529411765,t7
2090,75334.0,오재일,2020,13,56,8,21,6,0,3,36,13,0,0,6,0,0,13,2,0,0,215,4.0,2020-05-10,2020-06-03,-24 days,15,0.5806451612903226,0.8035714285714286,t8
2091,75334.0,오재일,2020,4,16,4,6,2,0,0,8,2,0,0,1,0,0,6,0,0,0,65,4.0,2020-05-05,2020-05-08,-3 days,4,0.5294117647058824,0.625,t9
2092,75334.0,오재일,2021,15,52,7,12,0,0,3,21,9,0,0,6,0,1,14,0,0,0,217,4.0,2021-08-20,2021-09-08,-19 days,15,0.3728813559322034,0.46153846153846156,t0
2093,75334.0,오재일,2021,15,49,7,14,2,0,2,22,15,0,0,12,0,2,12,0,0,1,244,6.0,2021-06-30,2021-08-18,-49 days,15,0.5079365079365079,0.5306122448979592,t1
2094,75334.0,오재일,2021,14,50,3,9,2,0,1,14,5,0,0,8,0,2,19,1,0,1,238,6.0,2021-06-13,2021-06-30,-17 days,15,0.36666666666666664,0.34,t2
2095,75334.0,오재일,2021,14,54,11,21,4,0,6,43,19,0,0,6,0,1,13,0,0,2,217,5.0,2021-05-23,2021-06-12,-20 days,15,0.6229508196721312,0.9814814814814815,t3
2096,75334.0,오재일,2021,15,54,7,13,3,0,3,25,8,0,0,8,0,0,14,2,0,0,249,3.0,2021-05-05,2021-05-22,-17 days,15,0.43548387096774194,0.5740740740740741,t4
2097,75334.0,오재일,2021,6,21,3,5,1,0,0,6,1,0,0,2,0,0,6,0,0,0,110,4.0,2021-04-27,2021-05-02,-5 days,6,0.34782608695652173,0.3333333333333333,t5
2098,75808.0,정근우,2018,15,60,12,18,4,0,0,22,4,1,3,5,4,0,6,2,0,1,250,3.0,2018-09-26,2018-10-23,-27 days,15,0.4492753623188406,0.43333333333333335,t0
2099,75808.0,정근우,2018,15,56,9,19,4,0,4,35,15,1,0,7,1,1,6,2,0,1,213,7.0,2018-09-08,2018-09-25,-17 days,15,0.5538461538461539,0.7678571428571429,t1
2100,75808.0,정근우,2018,15,61,13,19,4,0,3,32,12,1,1,6,1,0,6,3,0,0,240,7.0,2018-08-02,2018-09-07,-36 days,15,0.4852941176470588,0.639344262295082,t2
2101,75808.0,정근우,2018,15,60,11,20,5,0,1,28,7,1,0,7,1,0,10,1,0,0,246,11.0,2018-06-03,2018-08-01,-59 days,15,0.5,0.5666666666666667,t3
2102,75808.0,정근우,2018,13,52,7,12,3,0,1,18,7,1,0,6,0,0,6,3,1,0,208,7.0,2018-05-03,2018-06-02,-30 days,15,0.3728813559322034,0.4230769230769231,t4
2103,75808.0,정근우,2018,13,48,5,16,5,0,1,24,3,1,1,1,1,0,5,1,0,0,191,4.0,2018-04-14,2018-05-02,-18 days,15,0.48,0.625,t5
2104,75808.0,정근우,2018,15,52,8,13,0,1,1,18,9,0,0,7,1,0,6,0,0,1,246,4.0,2018-03-25,2018-04-13,-19 days,15,0.38333333333333336,0.38461538461538464,t6
2105,75808.0,정근우,2019,14,49,7,20,2,0,1,25,13,0,0,6,0,0,5,1,0,0,223,2.0,2019-09-08,2019-09-30,-22 days,15,0.5272727272727272,0.5714285714285714,t0
2106,75808.0,정근우,2019,15,49,5,14,3,1,0,19,3,4,1,2,2,0,5,0,1,0,188,7.0,2019-08-18,2019-09-07,-20 days,15,0.4074074074074074,0.46938775510204084,t1
2107,75808.0,정근우,2019,9,46,6,14,2,0,1,19,4,0,2,0,0,0,6,2,0,0,149,5.0,2019-07-31,2019-08-17,-17 days,15,0.3695652173913043,0.4782608695652174,t2
2108,75808.0,정근우,2019,10,44,3,11,1,0,1,15,4,0,0,2,1,0,10,1,1,0,151,4.0,2019-07-05,2019-07-30,-25 days,15,0.3333333333333333,0.38636363636363635,t3
2109,75808.0,정근우,2019,11,42,6,8,1,0,0,9,1,1,1,3,1,0,10,4,0,0,177,3.0,2019-04-11,2019-07-04,-84 days,15,0.2826086956521739,0.23809523809523808,t4
2110,75808.0,정근우,2019,13,47,10,10,1,0,0,11,5,3,1,7,0,1,7,3,1,1,213,4.0,2019-03-23,2019-04-10,-18 days,13,0.3392857142857143,0.2553191489361702,t5
2111,75808.0,정근우,2020,1,16,4,5,2,0,0,7,2,1,0,2,0,1,4,0,0,0,60,0.0,2020-09-04,2020-11-02,-59 days,15,0.5263157894736842,0.5625,t0
2112,75808.0,정근우,2020,5,24,2,2,0,0,0,2,5,0,0,4,0,0,2,1,1,0,114,3.0,2020-07-02,2020-09-01,-61 days,15,0.20689655172413793,0.08333333333333333,t1
2113,75808.0,정근우,2020,9,36,8,15,0,0,0,15,2,2,1,4,1,0,6,0,0,0,139,8.0,2020-06-12,2020-07-01,-19 days,15,0.4878048780487805,0.4166666666666667,t2
2114,75808.0,정근우,2020,12,45,6,10,1,0,1,14,4,4,1,2,0,0,7,3,1,1,166,5.0,2020-05-23,2020-06-11,-19 days,15,0.2916666666666667,0.35555555555555557,t3
2115,75808.0,정근우,2020,10,33,4,5,1,0,0,6,1,1,0,5,1,0,4,0,1,0,138,2.0,2020-05-05,2020-05-22,-17 days,13,0.3,0.21212121212121213,t4
2116,75847.0,최정,2018,15,49,12,13,0,0,4,25,6,1,1,14,3,0,18,0,0,0,285,0.0,2018-10-06,2018-11-12,-37 days,15,0.5151515151515151,0.5918367346938775,t0
2117,75847.0,최정,2018,13,50,13,13,2,0,3,24,13,0,0,8,1,1,15,1,0,2,236,3.0,2018-09-12,2018-10-04,-22 days,15,0.4666666666666667,0.58,t1
2118,75847.0,최정,2018,14,49,7,7,1,1,1,13,3,0,0,8,4,0,18,3,0,0,277,4.0,2018-07-18,2018-09-11,-55 days,15,0.36065573770491804,0.32653061224489793,t2
2119,75847.0,최정,2018,15,53,13,14,3,0,6,35,9,1,1,7,4,0,17,0,0,0,273,5.0,2018-06-16,2018-07-17,-31 days,15,0.53125,0.8301886792452831,t3
2120,75847.0,최정,2018,15,54,13,13,2,0,6,33,8,1,0,6,2,0,15,2,0,0,246,4.0,2018-05-30,2018-06-15,-16 days,15,0.46774193548387094,0.7592592592592593,t4
2121,75847.0,최정,2018,14,47,8,8,0,0,3,17,7,1,0,5,6,0,11,2,0,0,226,2.0,2018-05-09,2018-05-27,-18 days,15,0.3793103448275862,0.425531914893617,t5
2122,75847.0,최정,2018,15,60,11,15,4,0,6,37,13,0,0,7,3,0,24,0,0,0,305,8.0,2018-04-20,2018-05-08,-18 days,15,0.5,0.7833333333333333,t6
2123,75847.0,최정,2018,15,57,19,17,2,0,8,43,16,2,0,10,3,1,20,2,0,0,285,4.0,2018-03-30,2018-04-19,-20 days,15,0.5774647887323944,0.9298245614035088,t7
2124,75847.0,최정,2018,5,20,4,6,2,0,1,11,3,3,0,2,0,0,6,0,0,0,91,0.0,2018-03-24,2018-03-29,-5 days,5,0.5,0.7,t8
2125,75847.0,최정,2019,15,57,5,9,0,0,3,18,6,0,0,9,1,0,13,0,0,0,256,6.0,2019-09-14,2019-10-17,-33 days,15,0.3283582089552239,0.3684210526315789,t0
2126,75847.0,최정,2019,15,57,10,16,5,0,3,30,7,1,1,4,3,0,9,1,0,1,240,8.0,2019-08-22,2019-09-13,-22 days,15,0.484375,0.6666666666666666,t1
2127,75847.0,최정,2019,15,58,4,20,2,0,1,25,7,2,0,3,1,0,5,1,0,1,227,2.0,2019-08-03,2019-08-21,-18 days,15,0.43548387096774194,0.4827586206896552,t2
2128,75847.0,최정,2019,15,55,9,15,2,0,2,23,11,0,1,9,1,0,10,1,0,1,256,8.0,2019-07-07,2019-08-01,-25 days,15,0.4461538461538462,0.4909090909090909,t3
2129,75847.0,최정,2019,15,47,19,15,5,0,5,35,12,0,0,11,5,2,9,0,0,2,269,11.0,2019-06-19,2019-07-06,-17 days,15,0.6615384615384615,0.9574468085106383,t4
2130,75847.0,최정,2019,13,47,8,21,4,0,5,40,14,0,0,5,4,1,3,0,0,1,212,11.0,2019-06-01,2019-06-18,-17 days,15,0.7017543859649122,1.0425531914893618,t5
2131,75847.0,최정,2019,14,53,6,11,1,0,1,15,8,0,0,7,4,2,10,1,0,1,219,7.0,2019-05-11,2019-05-31,-20 days,15,0.3939393939393939,0.32075471698113206,t6
2132,75847.0,최정,2019,15,59,15,21,6,0,5,42,17,0,0,8,3,1,14,0,0,0,260,6.0,2019-04-24,2019-05-10,-16 days,15,0.6197183098591549,0.8983050847457628,t7
2133,75847.0,최정,2019,15,53,7,16,1,0,3,26,14,0,0,9,3,0,13,0,0,1,290,11.0,2019-04-03,2019-04-21,-18 days,15,0.49230769230769234,0.5660377358490566,t8
2134,75847.0,최정,2019,9,29,3,3,1,0,1,7,3,0,0,6,1,0,9,0,0,0,160,2.0,2019-03-23,2019-04-02,-10 days,9,0.3333333333333333,0.3103448275862069,t9
2135,75847.0,최정,2020,15,51,15,18,0,0,5,33,13,1,0,9,5,0,12,0,0,0,242,6.0,2020-10-08,2020-10-30,-22 days,15,0.5692307692307692,0.7450980392156863,t0
2136,75847.0,최정,2020,14,54,8,14,3,0,3,26,9,0,0,7,1,0,15,0,0,1,254,6.0,2020-09-16,2020-10-07,-21 days,15,0.45161290322580644,0.5925925925925926,t1
2137,75847.0,최정,2020,15,55,8,9,2,0,3,20,10,0,0,3,1,0,15,4,0,0,226,8.0,2020-08-27,2020-09-15,-19 days,15,0.3050847457627119,0.45454545454545453,t2
2138,75847.0,최정,2020,15,49,12,13,2,0,4,27,17,2,1,15,2,0,10,0,0,2,285,4.0,2020-08-08,2020-08-26,-18 days,15,0.5454545454545454,0.673469387755102,t3
2139,75847.0,최정,2020,15,51,8,14,3,0,6,35,15,1,0,6,2,0,9,0,0,3,251,9.0,2020-07-16,2020-08-07,-22 days,15,0.5254237288135594,0.8627450980392157,t4
2140,75847.0,최정,2020,15,48,11,16,4,0,4,32,9,1,0,10,1,1,11,0,0,0,235,5.0,2020-06-26,2020-07-15,-19 days,15,0.6,0.8333333333333334,t5
2141,75847.0,최정,2020,15,56,11,19,1,0,6,38,10,1,0,5,3,0,7,2,0,0,212,8.0,2020-06-09,2020-06-25,-16 days,15,0.53125,0.8035714285714286,t6
2142,75847.0,최정,2020,13,45,11,13,5,0,1,21,10,1,2,13,2,0,5,0,0,0,260,5.0,2020-05-21,2020-06-07,-17 days,15,0.5666666666666667,0.6,t7
2143,75847.0,최정,2020,12,43,6,6,2,0,1,11,3,1,0,7,3,0,14,1,0,0,218,2.0,2020-05-05,2020-05-20,-15 days,13,0.3584905660377358,0.32558139534883723,t8
2144,75847.0,최정,2021,14,44,9,10,2,1,4,26,15,1,1,7,2,0,8,2,1,3,214,5.0,2021-08-20,2021-09-08,-19 days,15,0.48148148148148145,0.75,t0
2145,75847.0,최정,2021,13,44,9,11,2,0,2,19,9,0,1,8,4,0,9,1,0,1,234,4.0,2021-06-30,2021-08-19,-50 days,15,0.48214285714285715,0.5227272727272727,t1
2146,75847.0,최정,2021,14,49,14,17,2,0,7,40,13,2,0,8,4,0,8,1,0,1,225,10.0,2021-06-12,2021-06-29,-17 days,15,0.6229508196721312,1.0,t2
2147,75847.0,최정,2021,15,48,10,12,2,0,3,23,12,1,0,9,4,0,10,1,0,1,229,5.0,2021-05-21,2021-06-11,-21 days,15,0.4918032786885246,0.5833333333333334,t3
2148,75847.0,최정,2021,15,53,13,20,5,0,5,40,15,2,1,13,2,0,12,0,0,0,288,9.0,2021-04-29,2021-05-18,-19 days,15,0.6617647058823529,0.9433962264150944,t4
2149,75847.0,최정,2021,14,49,7,12,1,0,1,16,4,2,1,9,2,0,14,0,0,0,270,4.0,2021-04-11,2021-04-28,-17 days,15,0.4166666666666667,0.3673469387755102,t5
2150,75847.0,최정,2021,6,21,5,6,0,0,4,18,8,0,0,1,0,0,7,0,0,3,103,3.0,2021-04-04,2021-04-10,-6 days,6,0.5,1.0476190476190477,t6
2151,76158.0,최승준,2018,9,39,0,10,2,0,0,12,1,0,0,1,0,0,14,2,0,0,155,3.0,2018-04-14,2018-09-05,-144 days,15,0.325,0.358974358974359,t0
2152,76158.0,최승준,2018,9,33,5,8,1,0,4,21,10,0,0,5,1,0,11,1,0,0,162,1.0,2018-03-25,2018-04-13,-19 days,12,0.48717948717948717,0.7878787878787878,t1
2153,76232.0,양의지,2018,15,50,8,23,2,0,2,31,11,2,0,10,2,1,8,2,0,1,225,4.0,2018-09-25,2018-11-12,-48 days,15,0.6349206349206349,0.7,t0
2154,76232.0,양의지,2018,13,48,9,11,1,0,1,15,5,0,0,5,2,0,6,1,0,1,210,6.0,2018-09-05,2018-09-23,-18 days,15,0.36363636363636365,0.3541666666666667,t1
2155,76232.0,양의지,2018,13,44,8,13,3,0,1,19,5,2,0,6,1,0,3,0,0,2,217,7.0,2018-07-28,2018-08-16,-19 days,15,0.47058823529411764,0.5227272727272727,t2
2156,76232.0,양의지,2018,13,48,6,15,2,0,2,23,7,1,0,2,1,0,3,4,0,0,157,3.0,2018-07-07,2018-07-27,-20 days,15,0.43137254901960786,0.5625,t3
2157,76232.0,양의지,2018,15,51,9,17,3,0,3,29,10,0,0,7,0,0,2,3,0,1,210,5.0,2018-06-16,2018-07-06,-20 days,15,0.5172413793103449,0.6862745098039216,t4
2158,76232.0,양의지,2018,14,51,13,22,4,1,6,46,13,0,0,7,1,2,3,2,0,1,207,14.0,2018-05-27,2018-06-14,-18 days,15,0.7049180327868853,1.1176470588235294,t5
2159,76232.0,양의지,2018,15,55,11,20,2,0,2,28,8,0,0,3,1,1,8,1,0,1,209,4.0,2018-05-06,2018-05-26,-20 days,15,0.48333333333333334,0.5818181818181818,t6
2160,76232.0,양의지,2018,12,49,10,21,6,0,4,39,15,1,0,5,1,1,4,0,0,0,218,7.0,2018-04-18,2018-05-05,-17 days,15,0.6785714285714286,1.0,t7
2161,76232.0,양의지,2018,12,48,11,18,4,0,2,28,7,2,0,6,3,1,6,0,0,0,217,10.0,2018-03-29,2018-04-17,-19 days,15,0.5862068965517241,0.7083333333333334,t8
2162,76232.0,양의지,2018,4,15,2,6,2,0,0,8,1,0,0,0,1,0,1,1,0,0,70,2.0,2018-03-24,2018-03-28,-4 days,4,0.5625,0.6666666666666666,t9
2163,76232.0,양의지,2019,12,47,8,16,5,0,2,27,8,2,0,6,2,0,4,3,0,0,219,7.0,2019-09-11,2019-10-03,-22 days,15,0.5636363636363636,0.723404255319149,t0
2164,76232.0,양의지,2019,15,55,9,17,1,0,3,27,8,0,0,4,1,1,6,1,0,3,212,9.0,2019-08-22,2019-09-08,-17 days,15,0.4426229508196721,0.5636363636363636,t1
2165,76232.0,양의지,2019,12,43,9,17,5,0,2,28,7,0,1,6,3,1,4,1,0,0,182,10.0,2019-06-30,2019-08-20,-51 days,15,0.6415094339622641,0.813953488372093,t2
2166,76232.0,양의지,2019,15,53,5,16,2,0,1,21,7,0,0,4,1,0,7,1,0,1,242,4.0,2019-06-11,2019-06-28,-17 days,15,0.41379310344827586,0.4528301886792453,t3
2167,76232.0,양의지,2019,13,48,4,16,2,0,3,27,5,0,0,5,1,1,4,2,0,0,198,4.0,2019-05-24,2019-06-09,-16 days,15,0.509090909090909,0.6666666666666666,t4
2168,76232.0,양의지,2019,15,50,8,22,2,0,2,30,8,0,2,10,2,1,1,0,0,0,222,6.0,2019-05-02,2019-05-18,-16 days,15,0.6190476190476191,0.68,t5
2169,76232.0,양의지,2019,14,54,7,19,4,0,3,32,14,1,0,5,4,0,8,2,0,1,239,9.0,2019-04-11,2019-05-01,-20 days,15,0.5555555555555556,0.7222222222222222,t6
2170,76232.0,양의지,2019,13,44,11,16,5,0,4,33,11,1,0,8,1,0,9,3,0,1,218,10.0,2019-03-23,2019-04-10,-18 days,14,0.6415094339622641,0.9545454545454546,t7
2171,76232.0,양의지,2020,15,54,15,21,5,0,7,47,19,0,0,6,2,1,8,1,0,1,242,6.0,2020-10-17,2020-11-24,-38 days,15,0.6666666666666666,1.0925925925925926,t0
2172,76232.0,양의지,2020,14,55,6,15,1,0,3,25,5,0,0,5,0,1,5,0,0,0,218,13.0,2020-10-02,2020-10-16,-14 days,15,0.4098360655737705,0.5272727272727272,t1
2173,76232.0,양의지,2020,15,57,11,20,2,1,6,42,23,0,0,5,2,3,6,1,0,0,235,15.0,2020-09-15,2020-10-01,-16 days,15,0.582089552238806,0.8947368421052632,t2
2174,76232.0,양의지,2020,15,56,11,23,4,0,3,36,14,1,2,5,1,1,5,1,0,1,220,10.0,2020-08-27,2020-09-13,-17 days,15,0.5873015873015873,0.7678571428571429,t3
2175,76232.0,양의지,2020,15,54,13,19,2,0,5,36,15,2,0,6,3,0,4,2,1,0,225,7.0,2020-08-08,2020-08-26,-18 days,15,0.546875,0.7962962962962963,t4
2176,76232.0,양의지,2020,13,55,5,14,0,0,2,20,12,1,0,5,3,0,7,1,0,1,233,9.0,2020-07-11,2020-08-06,-26 days,15,0.38095238095238093,0.4,t5
2177,76232.0,양의지,2020,11,44,7,14,3,0,2,23,9,0,0,5,1,1,7,1,0,1,182,6.0,2020-06-17,2020-07-10,-23 days,15,0.5098039215686274,0.6363636363636364,t6
2178,76232.0,양의지,2020,15,57,11,16,5,0,4,33,18,0,0,3,1,0,3,3,0,1,226,2.0,2020-05-28,2020-06-16,-19 days,15,0.47540983606557374,0.7368421052631579,t7
2179,76232.0,양의지,2020,12,47,9,15,5,0,2,26,12,1,0,7,3,0,5,1,0,1,201,5.0,2020-05-06,2020-05-27,-21 days,15,0.5614035087719298,0.7021276595744681,t8
2180,76232.0,양의지,2021,15,52,7,15,5,0,2,26,8,0,0,6,1,0,5,2,0,0,238,7.0,2021-08-20,2021-09-08,-19 days,15,0.4915254237288136,0.6346153846153846,t0
2181,76232.0,양의지,2021,15,58,10,22,2,0,4,36,13,1,0,6,0,1,7,2,0,2,227,5.0,2021-06-25,2021-08-19,-55 days,15,0.5384615384615384,0.7241379310344828,t1
2182,76232.0,양의지,2021,15,56,9,18,4,0,6,40,16,0,0,8,0,1,8,1,0,1,257,10.0,2021-06-06,2021-06-24,-18 days,15,0.5692307692307692,0.8928571428571429,t2
2183,76232.0,양의지,2021,14,51,13,21,3,0,4,36,14,0,1,10,2,0,5,0,0,0,251,9.0,2021-05-18,2021-06-05,-18 days,15,0.6349206349206349,0.8431372549019608,t3
2184,76232.0,양의지,2021,14,48,12,17,3,1,4,34,13,0,0,12,0,1,3,1,0,0,236,7.0,2021-04-27,2021-05-14,-17 days,15,0.6229508196721312,0.875,t4
2185,76232.0,양의지,2021,14,52,10,17,5,0,2,28,16,1,0,7,3,0,8,0,0,1,215,11.0,2021-04-09,2021-04-25,-16 days,15,0.5483870967741935,0.6730769230769231,t5
2186,76232.0,양의지,2021,3,10,2,3,0,0,1,6,4,0,0,1,1,0,2,1,0,0,38,0.0,2021-04-04,2021-04-08,-4 days,4,0.5,0.7,t6
2187,76249.0,민병헌,2018,13,59,13,23,3,0,2,32,11,0,1,3,1,0,9,1,0,1,229,8.0,2018-09-28,2018-10-14,-16 days,15,0.5079365079365079,0.6271186440677966,t0
2188,76249.0,민병헌,2018,14,59,5,15,2,0,3,26,10,1,0,4,2,0,13,2,0,0,250,4.0,2018-09-08,2018-09-27,-19 days,15,0.4,0.5254237288135594,t1
