,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,start_date,end_date,gap,게임수,장타
451,42,4,10,1,0,0,11,3,0,0,4,0,0,8,2,1,0,172,5.0,2020-07-30,2020-08-21,-22 days,15,0.4222222222222222
452,27,3,9,0,1,0,11,6,0,0,2,0,0,4,0,0,0,143,2.0,2020-07-13,2020-07-26,-13 days,9,0.2857142857142857
453,37,4,6,3,0,0,9,0,0,0,6,0,0,10,1,2,0,192,1.0,2021-06-10,2021-08-11,-62 days,15,0.4571428571428571
454,36,6,8,1,0,1,12,6,0,0,10,0,0,6,1,0,0,219,1.0,2021-05-09,2021-06-09,-31 days,15,0.3243243243243243
455,34,5,9,2,0,1,14,4,0,0,9,0,1,8,0,0,1,189,3.0,2021-04-14,2021-05-08,-24 days,15,0.3888888888888889
456,19,1,5,0,0,0,5,2,0,0,4,0,0,6,0,0,0,99,0.0,2021-04-04,2021-04-13,-9 days,7,0.5
457,37,6,8,1,0,0,9,2,0,0,3,1,0,9,1,0,0,172,4.0,2018-08-14,2018-09-23,-40 days,15,0.782608695652174
458,46,6,16,2,0,2,24,12,1,0,7,1,0,6,0,1,0,205,8.0,2018-07-24,2018-08-12,-19 days,15,0.2702702702702703
459,32,3,12,1,0,0,13,3,0,0,3,2,0,7,0,1,0,147,0.0,2018-06-22,2018-07-22,-30 days,15,0.6086956521739131
460,17,7,5,0,0,3,14,5,0,1,4,2,0,6,0,0,0,80,1.0,2018-05-22,2018-06-21,-30 days,15,0.4375
461,37,6,6,2,0,0,8,2,1,0,1,1,0,15,0,0,0,137,4.0,2018-04-12,2018-05-20,-38 days,15,1.0
462,35,7,13,5,1,0,20,6,0,1,3,1,0,6,0,0,0,163,5.0,2018-03-25,2018-04-11,-17 days,12,0.2702702702702703
463,44,5,14,2,0,0,16,4,1,0,3,1,0,4,1,1,1,212,4.0,2019-05-17,2019-08-09,-84 days,15,0.3548387096774194
465,29,2,5,1,0,0,6,6,0,0,4,0,0,8,0,0,0,116,2.0,2019-03-23,2019-04-10,-18 days,10,0.1785714285714285
467,32,2,5,0,0,0,5,3,1,0,4,1,1,10,0,0,0,147,0.0,2020-05-26,2020-07-28,-63 days,15,0.4117647058823529
468,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,19,0.0,2020-05-07,2020-05-24,-17 days,2,0.15625
470,40,9,14,1,0,2,21,3,0,0,3,0,0,8,1,0,0,158,2.0,2018-05-10,2018-06-02,-23 days,15,0.238095238095238
471,9,2,1,0,0,0,1,0,0,1,1,0,0,2,0,0,0,33,0.0,2018-04-13,2018-05-09,-26 days,12,0.6
472,53,17,21,4,1,2,33,8,4,1,6,1,1,3,3,0,1,237,5.0,2018-08-14,2018-09-19,-36 days,15,0.4833333333333333
473,54,13,18,5,0,0,23,1,0,0,6,1,1,6,1,2,0,225,6.0,2018-07-08,2018-08-12,-35 days,15,0.7547169811320755
474,52,7,16,2,2,1,25,5,0,2,2,2,0,7,0,0,0,222,4.0,2018-06-16,2018-07-07,-21 days,15,0.5185185185185185
475,55,6,22,4,0,1,29,5,5,0,3,2,0,5,0,0,0,223,4.0,2018-05-29,2018-06-15,-17 days,15,0.5769230769230769
476,51,3,16,1,0,0,17,4,1,0,4,1,1,8,0,0,2,212,4.0,2018-04-24,2018-05-25,-31 days,15,0.6181818181818182
477,57,4,10,0,0,0,10,1,2,1,1,0,0,13,0,1,0,232,0.0,2018-04-05,2018-04-22,-17 days,15,0.3529411764705882
478,29,8,9,2,2,1,18,5,1,0,3,1,0,5,0,0,1,143,3.0,2018-03-24,2018-04-04,-11 days,10,0.175438596491228
479,54,9,20,3,3,0,29,7,1,3,4,3,0,5,0,0,0,232,6.0,2019-08-22,2019-09-11,-20 days,15,0.4
480,48,11,15,2,2,1,24,6,3,2,6,1,1,2,1,0,2,192,5.0,2019-08-01,2019-08-20,-19 days,15,0.6481481481481481
481,62,11,22,5,1,0,29,5,3,0,4,0,0,7,3,0,0,254,6.0,2019-07-06,2019-07-31,-25 days,15,0.6041666666666666
482,53,14,16,3,1,0,21,9,5,0,8,2,0,5,1,0,2,245,6.0,2019-06-16,2019-07-05,-19 days,15,0.5645161290322581
483,57,7,15,3,0,0,18,2,1,0,3,0,0,5,4,0,0,214,3.0,2019-05-29,2019-06-15,-17 days,15,0.4716981132075472
484,60,15,23,4,0,0,27,2,4,0,5,0,0,5,1,1,0,245,3.0,2019-05-10,2019-05-28,-18 days,15,0.3684210526315789
485,55,12,21,2,0,0,23,8,1,2,7,1,0,5,0,0,2,247,5.0,2019-04-20,2019-05-09,-19 days,15,0.5166666666666667
487,55,8,19,1,0,3,29,10,0,1,2,4,0,7,1,1,0,241,11.0,2020-10-03,2020-10-17,-14 days,15,0.5192307692307693
488,50,8,20,3,1,0,25,16,2,1,7,2,0,5,3,0,4,252,5.0,2020-09-17,2020-10-02,-15 days,15,0.6
489,62,13,24,5,1,0,31,7,3,1,4,6,0,10,0,0,1,286,9.0,2020-08-29,2020-09-16,-18 days,15,0.58
490,55,9,21,2,0,1,26,5,2,2,4,0,0,9,0,0,0,244,1.0,2020-07-19,2020-08-28,-40 days,15,0.5967741935483871
491,61,10,20,4,1,1,29,7,1,0,4,0,0,3,2,0,1,262,6.0,2020-06-25,2020-07-18,-23 days,15,0.5272727272727272
492,50,7,12,2,0,0,14,4,1,1,4,0,0,7,1,0,3,218,8.0,2020-06-06,2020-06-25,-19 days,15,0.5737704918032787
493,57,10,15,4,0,1,22,4,3,0,4,2,1,4,2,1,1,225,8.0,2020-05-20,2020-06-05,-16 days,15,0.32
494,48,11,20,5,1,1,30,9,1,0,6,0,1,1,1,0,0,227,12.0,2020-05-05,2020-05-19,-14 days,12,0.4736842105263157
495,53,8,13,3,0,0,16,3,4,1,8,1,0,8,1,1,0,253,5.0,2021-05-12,2021-06-01,-20 days,15,0.3448275862068966
496,51,10,17,1,1,1,23,6,4,1,4,2,0,4,0,2,0,222,1.0,2021-04-10,2021-05-11,-31 days,15,0.3584905660377358
498,5,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,14,0.0,2018-09-04,2018-09-25,-21 days,15,0.0909090909090909
499,13,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,46,0.0,2018-06-01,2018-06-27,-26 days,15,0.0
500,12,2,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,39,1.0,2018-05-10,2018-05-31,-21 days,15,0.1538461538461538
501,9,2,2,0,0,0,2,2,2,0,0,0,0,0,1,2,0,31,0.0,2018-04-08,2018-05-09,-31 days,15,0.25
502,8,1,3,0,0,0,3,0,0,2,0,0,0,1,0,0,0,27,0.0,2018-03-25,2018-04-07,-13 days,8,0.2222222222222222
503,36,4,14,1,1,0,17,5,0,0,1,0,0,3,1,0,1,130,1.0,2019-08-10,2019-09-07,-28 days,15,0.62
504,21,1,4,1,0,0,5,1,0,0,1,0,0,2,0,1,0,62,2.0,2019-05-09,2019-08-09,-92 days,15,0.5277777777777778
505,16,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,65,2.0,2019-03-28,2019-05-08,-41 days,12,0.2857142857142857
506,37,2,10,2,0,0,12,3,1,0,0,0,0,5,2,0,0,122,3.0,2020-05-05,2020-05-24,-19 days,10,0.2727272727272727
507,19,1,3,2,0,0,5,1,0,0,2,0,0,3,1,1,1,92,1.0,2018-04-22,2018-06-05,-44 days,15,0.2608695652173913
508,26,3,7,1,0,0,8,0,0,0,1,0,0,5,2,1,0,92,0.0,2018-03-31,2018-04-21,-21 days,15,0.3684210526315789
509,42,4,10,3,1,0,15,7,1,0,2,1,0,7,1,0,0,164,7.0,2019-05-16,2019-06-06,-21 days,15,0.4375
511,38,1,8,1,0,0,9,4,1,0,2,2,0,6,4,0,0,154,1.0,2020-10-01,2020-10-17,-16 days,15,0.4
512,47,5,11,2,0,0,13,7,2,0,2,0,0,5,1,0,1,186,4.0,2020-09-08,2020-09-30,-22 days,15,0.2631578947368421
513,41,6,14,3,0,1,20,3,1,1,2,1,0,3,1,1,1,162,5.0,2020-08-06,2020-09-06,-31 days,15,0.3191489361702128
514,62,9,20,1,0,2,27,11,1,0,2,0,0,5,2,0,0,242,4.0,2020-07-14,2020-08-05,-22 days,15,0.5853658536585366
515,56,6,11,3,0,0,14,5,0,0,1,0,0,5,1,0,1,203,6.0,2020-06-23,2020-07-11,-18 days,15,0.4838709677419355
516,56,12,21,7,0,4,40,15,2,0,1,3,0,8,0,0,1,231,11.0,2020-06-04,2020-06-21,-17 days,15,0.3035714285714285
517,51,9,22,4,0,3,35,15,1,0,5,2,0,7,1,1,1,226,6.0,2020-05-17,2020-06-03,-17 days,15,0.9107142857142856
518,12,3,6,1,0,2,13,5,1,0,2,0,0,2,1,0,1,59,3.0,2020-05-07,2020-05-16,-9 days,7,0.8235294117647058
519,52,9,17,4,0,3,30,11,0,1,4,3,1,8,0,0,1,203,6.0,2021-06-26,2021-08-18,-53 days,15,0.4042553191489361
520,50,6,14,2,0,1,19,4,1,0,6,1,0,9,4,0,0,235,5.0,2021-06-08,2021-06-25,-17 days,15,0.7115384615384616
521,49,7,12,3,0,0,15,4,1,1,4,1,0,10,3,0,0,208,1.0,2021-05-18,2021-06-06,-19 days,15,0.44
523,7,2,2,1,0,0,3,0,1,0,0,1,0,0,0,0,0,28,1.0,2021-04-04,2021-04-06,-2 days,2,0.4285714285714285
524,66,11,17,2,0,5,34,8,0,0,2,0,0,14,1,0,0,239,8.0,2018-07-27,2018-08-14,-18 days,15,0.4363636363636363
525,60,11,23,7,1,2,38,8,1,0,4,0,0,8,2,0,0,237,11.0,2018-07-03,2018-07-26,-23 days,15,0.6212121212121212
526,48,7,12,4,1,0,18,4,1,1,5,0,0,16,2,0,0,225,4.0,2018-06-12,2018-06-30,-18 days,15,0.8
527,46,2,11,1,0,0,12,4,0,2,5,1,0,5,1,0,1,191,4.0,2018-05-25,2018-06-10,-16 days,15,0.4791666666666667
529,43,8,14,3,1,1,22,5,0,0,4,1,0,6,0,1,0,167,8.0,2018-04-18,2018-05-04,-16 days,15,0.4444444444444444
531,16,4,6,1,0,0,7,0,0,0,5,0,0,3,0,0,0,90,1.0,2018-03-24,2018-03-29,-5 days,5,0.3170731707317073
532,37,3,4,0,0,1,7,2,0,0,2,0,0,10,0,0,0,155,3.0,2019-07-18,2019-09-06,-50 days,15,0.7916666666666666
533,46,5,10,3,0,0,13,3,0,0,7,1,0,8,0,2,1,229,5.0,2019-06-28,2019-07-17,-19 days,15,0.2162162162162162
534,46,6,10,2,0,2,18,4,0,0,2,0,0,9,3,2,1,201,5.0,2019-05-30,2019-06-27,-28 days,15,0.3478260869565217
535,54,11,20,5,0,3,34,16,0,0,5,1,1,12,1,0,1,208,13.0,2019-05-10,2019-05-28,-18 days,15,0.4782608695652174
536,62,12,17,7,0,3,33,6,0,0,1,0,0,15,0,1,0,242,7.0,2019-04-19,2019-05-09,-20 days,15,0.7777777777777778
537,45,5,12,2,0,2,20,7,0,0,7,0,1,13,2,0,0,219,6.0,2019-03-30,2019-04-18,-19 days,15,0.6935483870967742
538,14,5,2,1,0,1,6,2,0,0,3,0,0,3,1,1,0,84,1.0,2019-03-23,2019-03-29,-6 days,6,0.5333333333333333
540,47,7,13,2,0,2,21,4,0,2,7,1,0,12,0,2,0,227,5.0,2020-09-12,2020-09-27,-15 days,15,0.5531914893617021
541,49,8,12,3,1,2,23,13,0,0,8,1,1,20,0,0,0,254,4.0,2020-08-25,2020-09-11,-17 days,15,0.5319148936170213
543,54,12,17,5,0,6,40,18,0,0,7,1,0,4,2,0,0,219,9.0,2020-07-09,2020-08-01,-23 days,15,0.32
544,48,7,13,2,1,1,20,5,0,1,2,0,0,13,1,1,0,175,6.0,2020-06-21,2020-07-08,-17 days,15,0.9444444444444444
545,43,10,13,3,0,3,25,8,0,0,6,0,0,9,2,0,0,192,6.0,2020-05-27,2020-06-12,-16 days,15,0.5
546,52,6,14,2,0,0,16,7,0,0,5,0,1,16,0,0,0,222,3.0,2020-05-08,2020-05-26,-18 days,15,0.7209302325581395
547,10,2,3,0,0,2,9,3,0,1,2,0,0,2,0,0,0,56,1.0,2020-05-05,2020-05-07,-2 days,3,0.3461538461538461
548,44,5,14,5,0,1,22,7,0,0,7,0,0,15,1,0,1,243,7.0,2021-05-26,2021-06-13,-18 days,15,0.7142857142857143
549,45,10,14,0,0,1,17,11,0,0,12,1,0,12,0,1,0,217,4.0,2021-05-05,2021-05-23,-18 days,15,0.6363636363636364
550,54,5,15,3,0,3,27,9,0,0,1,1,0,15,1,1,0,209,5.0,2021-04-16,2021-05-02,-16 days,15,0.4
551,22,2,6,0,0,0,6,1,1,0,3,0,0,3,0,0,0,108,0.0,2021-04-09,2021-04-15,-6 days,6,0.6111111111111112
552,47,4,10,3,1,1,18,6,0,0,0,1,0,7,1,0,1,169,6.0,2018-07-22,2018-08-09,-18 days,15,0.3043478260869565
553,51,7,12,2,1,0,16,7,2,0,5,0,0,19,1,1,0,254,3.0,2018-06-29,2018-07-21,-22 days,15,0.4893617021276595
554,46,7,15,2,0,4,29,13,3,1,5,0,0,10,3,0,1,211,2.0,2018-06-10,2018-06-28,-18 days,15,0.3725490196078431
555,48,6,9,2,0,2,17,4,1,1,6,0,0,9,1,0,0,217,2.0,2018-05-06,2018-06-09,-34 days,15,0.7608695652173914
556,53,12,22,3,0,3,34,7,1,0,5,0,0,6,2,0,0,256,5.0,2018-04-19,2018-05-05,-16 days,15,0.4375
557,51,5,10,0,0,3,19,6,3,0,4,0,0,10,2,0,0,207,4.0,2018-03-31,2018-04-18,-18 days,15,0.7547169811320755
558,4,2,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,24,0.0,2018-03-24,2018-03-30,-6 days,6,0.4313725490196078
559,35,5,10,2,0,3,21,8,0,0,2,0,0,7,0,2,2,159,4.0,2019-08-23,2019-09-11,-19 days,15,0.4893617021276595
560,40,8,13,3,0,3,25,7,2,1,9,0,0,9,2,0,0,208,6.0,2019-07-31,2019-08-22,-22 days,15,0.7428571428571429
561,20,1,6,1,0,0,7,2,1,1,2,1,0,8,1,0,0,84,0.0,2019-07-04,2019-07-30,-26 days,15,0.775
562,35,5,4,2,0,1,9,5,1,0,4,1,0,11,0,0,2,160,3.0,2019-06-05,2019-07-03,-28 days,15,0.4
563,39,5,7,1,0,0,8,4,0,1,3,0,0,8,1,2,1,153,2.0,2019-05-16,2019-06-02,-17 days,15,0.3428571428571428
564,37,5,9,3,0,0,12,2,1,0,4,1,0,7,0,1,0,175,5.0,2019-04-06,2019-05-15,-39 days,15,0.2307692307692307
565,37,4,5,1,1,1,11,3,0,1,4,0,1,8,0,0,0,159,5.0,2019-03-23,2019-04-05,-13 days,12,0.4054054054054054
566,42,7,9,0,1,3,20,11,2,0,2,0,0,7,0,1,1,177,9.0,2020-09-26,2020-10-11,-15 days,15,0.0952380952380952
567,30,7,7,0,0,2,13,3,3,1,5,1,0,8,0,3,0,156,2.0,2020-09-08,2020-09-25,-17 days,15,0.5714285714285714
568,21,1,5,2,0,0,7,1,1,1,2,0,0,4,0,0,0,96,1.0,2020-08-18,2020-09-04,-17 days,15,0.5
569,11,0,2,0,0,0,2,0,1,0,1,2,0,1,0,0,0,48,1.0,2020-07-15,2020-08-09,-25 days,15,0.4285714285714285
570,38,10,12,1,0,2,19,7,4,3,1,0,0,6,0,1,0,150,3.0,2020-06-20,2020-07-14,-24 days,15,0.1818181818181818
571,23,5,5,1,0,1,9,3,1,0,4,1,0,5,0,1,0,115,5.0,2020-05-08,2020-06-14,-37 days,15,0.5789473684210527
572,10,2,1,0,0,0,1,0,0,0,1,0,0,5,0,1,0,49,1.0,2020-05-05,2020-05-07,-2 days,3,0.4782608695652174
573,61,14,18,7,1,2,33,19,2,1,5,0,0,6,4,0,1,262,4.0,2018-08-15,2018-09-19,-35 days,15,0.5614035087719298
574,56,13,15,2,1,4,31,7,5,0,12,2,1,17,0,0,0,266,2.0,2018-07-27,2018-08-14,-18 days,15,0.7049180327868853
575,53,10,20,6,0,1,29,6,3,1,7,2,2,10,1,0,1,236,4.0,2018-07-06,2018-07-26,-20 days,15,0.6785714285714286
577,59,16,23,3,0,5,41,16,4,0,2,3,0,12,0,0,1,242,7.0,2018-05-30,2018-06-15,-16 days,15,0.3793103448275862
578,57,6,11,1,1,0,14,4,0,0,4,1,0,22,0,0,1,238,3.0,2018-05-10,2018-05-29,-19 days,15,0.8305084745762712
579,60,16,26,4,0,5,45,14,0,0,3,0,0,14,1,0,0,248,7.0,2018-04-22,2018-05-09,-17 days,15,0.2807017543859649
580,59,10,23,5,0,3,37,7,0,0,1,2,0,13,1,0,0,198,3.0,2018-04-04,2018-04-21,-17 days,15,0.9
581,36,6,9,1,0,1,13,4,1,0,0,3,0,9,0,0,0,143,3.0,2018-03-24,2018-04-03,-10 days,9,0.7627118644067796
582,31,5,13,6,0,2,25,6,0,1,4,1,0,7,0,0,0,146,6.0,2019-04-04,2019-04-13,-9 days,8,0.7096774193548387
584,48,14,20,4,0,3,33,14,2,0,7,0,1,12,0,0,0,206,8.0,2020-09-06,2020-10-02,-26 days,15,0.5344827586206896
585,67,17,22,3,0,6,43,20,0,1,2,0,0,17,0,0,0,266,7.0,2020-08-19,2020-09-04,-16 days,15,0.8333333333333334
586,61,12,20,4,1,4,38,14,0,0,9,2,1,17,2,0,1,269,6.0,2020-07-26,2020-08-18,-23 days,15,0.7761194029850746
587,61,15,21,5,1,4,40,9,0,0,6,1,0,16,1,0,0,248,2.0,2020-07-01,2020-07-25,-24 days,15,0.7704918032786885
588,63,8,15,4,0,3,28,15,0,0,4,1,0,23,1,0,0,281,7.0,2020-06-11,2020-06-30,-19 days,15,0.819672131147541
589,60,16,23,10,0,6,51,18,0,0,7,1,0,20,0,0,0,280,5.0,2020-05-24,2020-06-10,-17 days,15,0.5555555555555556
590,62,12,16,0,0,3,25,9,0,0,7,2,0,19,2,0,0,271,4.0,2020-05-06,2020-05-23,-17 days,15,1.1166666666666667
591,59,11,17,4,0,7,42,13,0,0,3,1,0,15,1,0,1,251,5.0,2021-06-27,2021-08-19,-53 days,15,0.6037735849056604
592,64,12,20,3,0,0,23,3,0,0,3,2,1,14,3,0,0,243,5.0,2021-06-09,2021-06-26,-17 days,15,0.8983050847457628
593,60,13,20,5,0,3,34,10,1,0,5,0,0,13,0,0,0,252,11.0,2021-05-20,2021-06-08,-19 days,15,0.40625
594,60,12,16,2,0,4,30,13,0,0,6,4,0,13,1,0,2,273,8.0,2021-04-30,2021-05-19,-19 days,15,0.7
596,30,7,10,4,1,2,22,11,0,0,2,1,0,7,0,0,0,121,6.0,2021-04-04,2021-04-11,-7 days,7,0.5081967213114754
599,45,1,6,2,0,0,8,5,0,0,5,1,0,18,1,0,0,211,3.0,2018-04-15,2018-08-02,-109 days,15,0.9117647058823528
600,42,3,10,2,0,1,15,5,0,1,3,1,0,10,0,3,1,147,4.0,2018-03-28,2018-04-14,-17 days,15,0.2222222222222222
601,7,0,2,0,0,0,2,0,1,0,2,0,0,2,0,0,0,41,0.0,2018-03-24,2018-03-27,-3 days,3,0.4285714285714285
602,47,8,10,3,0,3,22,10,1,0,4,1,1,12,3,1,1,201,1.0,2021-06-24,2021-08-19,-56 days,15,0.3461538461538461
604,47,5,13,2,1,0,17,7,1,0,0,0,0,16,1,3,0,200,5.0,2021-05-18,2021-06-06,-19 days,15,0.3269230769230769
605,26,9,6,0,0,2,12,3,1,0,6,1,0,5,1,1,0,141,3.0,2021-05-06,2021-05-17,-11 days,9,0.425531914893617
607,35,4,8,3,0,0,11,2,0,0,6,0,0,9,0,0,0,167,3.0,2018-04-27,2018-05-22,-25 days,15,0.5
608,30,3,6,1,0,1,10,1,0,1,2,0,0,7,0,1,0,121,2.0,2019-04-26,2019-09-11,-138 days,12,0.5666666666666667
609,13,1,5,1,0,0,6,3,0,0,4,0,0,2,0,0,0,75,0.0,2020-08-26,2020-09-20,-25 days,15,0.2
610,19,1,3,0,0,1,6,6,0,0,5,0,0,3,1,1,1,114,3.0,2020-08-05,2020-08-25,-20 days,15,0.5384615384615384
611,22,6,6,4,0,0,10,2,0,0,3,2,0,3,0,1,0,87,1.0,2020-06-18,2020-08-04,-47 days,15,0.3684210526315789
612,14,4,1,0,0,0,1,0,0,0,7,0,0,1,1,0,0,96,1.0,2020-05-14,2020-06-17,-34 days,15,0.6363636363636364
613,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0.0,2020-05-08,2020-05-12,-4 days,3,0.0714285714285714
614,44,9,10,3,0,1,16,4,0,0,12,0,0,12,3,1,0,227,5.0,2021-06-25,2021-08-19,-55 days,15,0.4
615,42,4,11,2,0,0,13,1,0,0,8,0,0,6,1,3,0,198,3.0,2021-06-09,2021-06-24,-15 days,15,0.4545454545454545
616,50,8,12,3,1,3,26,7,0,0,9,0,0,9,1,0,1,259,7.0,2021-05-19,2021-06-08,-20 days,15,0.3571428571428571
617,50,9,13,2,0,1,18,8,0,1,12,1,0,7,3,1,1,252,3.0,2021-04-29,2021-05-18,-19 days,15,0.66
619,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0,2021-04-08,2021-04-09,-1 days,2,0.3333333333333333
620,48,5,11,1,0,1,15,4,0,0,2,0,0,8,3,1,0,200,3.0,2018-08-12,2018-09-18,-37 days,15,0.2
621,42,5,10,3,0,1,16,9,1,1,3,2,0,18,0,0,1,181,5.0,2018-07-25,2018-08-11,-17 days,15,0.3541666666666667
622,38,10,13,2,0,2,21,11,0,0,5,2,0,13,2,0,0,161,4.0,2018-06-27,2018-07-24,-27 days,15,0.4761904761904761
624,40,5,7,0,0,3,16,6,0,0,1,1,0,14,1,0,0,176,2.0,2019-07-09,2019-08-13,-35 days,15,0.1666666666666666
625,38,9,13,3,0,3,25,9,0,0,5,1,0,5,0,0,1,152,6.0,2019-06-16,2019-07-07,-21 days,15,0.475
626,37,4,7,1,0,0,8,4,0,0,4,0,0,14,1,1,1,175,3.0,2019-04-11,2019-05-22,-41 days,15,0.8157894736842105
627,12,1,4,0,0,0,4,1,1,0,0,1,0,2,1,0,0,36,1.0,2020-06-09,2020-10-06,-119 days,15,0.25
628,15,2,1,1,0,0,2,1,0,0,4,0,0,3,0,0,0,74,1.0,2020-05-10,2020-06-07,-28 days,15,0.3333333333333333
629,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,18,0.0,2020-05-05,2020-05-07,-2 days,3,0.2
630,19,4,5,1,0,0,6,2,2,1,2,0,0,4,0,1,0,78,2.0,2021-04-06,2021-04-23,-17 days,15,0.1
631,25,2,9,1,0,0,10,4,1,0,1,0,0,5,1,3,0,86,0.0,2018-06-13,2018-09-09,-88 days,15,0.71875
632,20,3,3,0,0,0,3,0,0,0,1,0,0,3,1,0,0,81,2.0,2018-05-19,2018-06-12,-24 days,15,0.44
633,22,1,2,0,0,0,2,0,1,0,4,0,0,5,0,2,0,110,1.0,2018-03-31,2018-05-18,-48 days,15,0.15
634,18,2,8,3,0,0,11,0,0,0,0,0,0,4,1,0,0,70,2.0,2018-03-25,2018-03-30,-5 days,5,0.0909090909090909
635,24,1,2,0,0,0,2,2,1,1,5,0,0,10,1,0,1,132,0.0,2019-05-09,2019-07-16,-68 days,13,0.0625
636,12,2,1,0,0,1,4,1,0,1,0,0,0,3,0,0,0,45,2.0,2020-07-29,2020-09-26,-59 days,15,0.375
637,7,3,2,0,0,0,2,0,0,0,3,0,0,3,0,0,0,40,1.0,2020-07-08,2020-07-28,-20 days,15,0.4166666666666667
638,17,1,0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,77,1.0,2020-06-12,2020-07-07,-25 days,15,0.2857142857142857
639,35,6,7,2,0,1,12,1,0,1,4,1,0,8,2,0,0,158,5.0,2020-05-26,2020-06-11,-16 days,15,0.0
641,21,3,3,1,0,0,4,0,0,0,5,3,0,4,2,1,0,115,2.0,2021-05-11,2021-06-12,-32 days,15,0.5675675675675675
642,10,3,2,1,0,0,3,0,0,0,0,0,0,3,0,1,0,43,0.0,2021-04-07,2021-05-09,-32 days,6,0.238095238095238
643,57,11,15,1,0,0,16,3,2,0,11,1,0,9,1,0,0,275,3.0,2018-08-10,2018-09-13,-34 days,15,0.546875
644,55,13,18,2,1,3,31,15,4,0,10,1,0,7,0,0,0,275,6.0,2018-07-22,2018-08-09,-18 days,15,0.2982456140350877
645,62,12,22,3,1,0,27,4,5,1,3,2,0,8,0,2,2,261,4.0,2018-06-30,2018-07-21,-21 days,15,0.6727272727272727
646,59,14,20,2,1,1,27,5,5,0,2,1,0,14,1,2,0,280,4.0,2018-06-10,2018-06-29,-19 days,15,0.5
647,60,9,23,2,1,0,27,5,2,0,7,2,0,13,0,0,1,283,5.0,2018-05-23,2018-06-09,-17 days,15,0.5254237288135594
648,65,3,17,1,1,0,20,3,1,1,1,3,0,13,0,0,0,269,3.0,2018-05-01,2018-05-22,-21 days,15,0.5
649,59,16,22,5,1,1,32,7,2,2,9,2,0,9,0,3,0,295,7.0,2018-04-13,2018-04-29,-16 days,15,0.3384615384615385
650,34,5,8,1,1,1,14,3,1,0,1,0,0,6,0,1,0,134,5.0,2018-03-24,2018-04-12,-19 days,15,0.6610169491525424
651,54,7,12,1,0,0,13,4,3,1,7,0,0,4,0,0,0,249,2.0,2019-08-21,2019-09-12,-22 days,15,0.4150943396226415
653,52,12,19,4,0,0,23,5,6,2,6,0,0,7,1,1,0,245,5.0,2019-07-06,2019-07-31,-25 days,15,0.5
654,35,13,11,4,0,0,15,6,4,0,6,1,0,4,0,1,0,163,2.0,2019-06-18,2019-07-05,-17 days,15,0.5192307692307693
655,55,8,15,1,0,0,16,1,4,2,3,1,0,12,0,1,0,224,2.0,2019-05-11,2019-06-16,-36 days,15,0.5428571428571428
656,41,6,7,0,0,0,7,1,2,0,5,0,0,11,0,0,0,168,2.0,2019-04-11,2019-05-10,-29 days,15,0.3090909090909091
657,47,7,9,0,0,0,9,3,3,2,7,0,0,10,0,2,0,221,0.0,2019-03-23,2019-04-10,-18 days,15,0.1707317073170731
658,48,5,11,1,0,0,12,4,1,0,5,1,1,8,0,0,0,195,2.0,2020-09-17,2020-10-08,-21 days,15,0.3571428571428571
659,47,4,10,1,0,0,11,5,3,0,4,0,0,10,1,0,1,213,3.0,2020-08-30,2020-09-16,-17 days,15,0.2708333333333333
661,45,8,13,3,0,0,16,1,2,2,7,1,1,13,0,1,0,236,2.0,2020-06-11,2020-08-11,-61 days,15,0.3333333333333333
662,53,10,15,1,2,1,23,5,2,4,7,0,0,10,0,1,0,249,3.0,2020-05-23,2020-06-09,-17 days,15,0.4222222222222222
663,16,2,5,1,0,0,6,0,0,0,0,0,0,2,0,0,0,50,1.0,2020-05-05,2020-05-22,-17 days,10,0.5094339622641509
664,46,6,12,1,0,1,16,2,2,1,5,0,0,13,0,1,0,209,3.0,2021-05-09,2021-06-06,-28 days,15,0.2727272727272727
666,16,3,6,2,0,1,11,6,0,0,2,1,0,4,0,0,0,74,3.0,2018-08-02,2018-09-16,-45 days,15,0.4210526315789473
667,24,3,5,1,0,0,6,3,0,0,3,1,0,4,1,0,0,119,0.0,2018-07-06,2018-07-28,-22 days,15,0.875
668,29,2,6,1,0,2,13,3,0,0,2,0,0,8,3,3,0,137,1.0,2018-05-25,2018-07-05,-41 days,15,0.2916666666666667
669,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,2018-03-24,2018-03-27,-3 days,2,0.5517241379310345
670,22,1,4,0,0,0,4,2,1,0,8,0,0,5,0,2,0,132,2.0,2019-07-17,2019-08-18,-32 days,15,0.1304347826086956
