Index_ts,이름,year,안타,2타,3타,홈런,사구,볼넷,고4,병살,삼진,희타,타수,도루,투구,num_game,on_base,slg
t2,조한민,2021,10,2,1,2,2,7,0,1,19,1,49,1,242,20,0.4067796610169492,0.5102040816326531
t3,조한민,2021,2,0,1,0,0,2,0,1,5,0,10,1,44,4,0.4166666666666667,0.5
t1,오재원,2021,7,1,0,0,0,2,0,3,4,0,30,1,118,20,0.3125,0.3
t2,오재원,2021,3,2,0,0,0,4,0,0,11,0,32,1,157,20,0.25,0.21875
t3,오재원,2021,2,0,0,0,0,0,0,0,3,0,8,0,29,4,0.25,0.25
t1,문상철,2021,7,2,0,0,2,2,0,0,18,0,43,2,179,20,0.2765957446808511,0.2558139534883721
t2,문상철,2021,10,3,0,2,0,3,0,1,8,0,35,0,124,20,0.47368421052631576,0.6857142857142857
t3,문상철,2021,2,1,0,0,0,1,0,0,2,0,6,0,29,4,0.5714285714285714,0.6666666666666666
t1,김재성,2021,5,1,1,1,0,2,0,2,2,1,28,1,105,20,0.3225806451612903,0.5
t2,김재성,2021,3,1,0,0,1,2,0,0,9,0,29,0,116,20,0.21875,0.1724137931034483
t3,김재성,2021,0,0,0,0,0,0,0,0,1,0,2,0,12,3,0.0,0.0
t1,프레이타스,2021,20,8,0,2,1,2,0,6,14,0,71,0,285,20,0.44594594594594594,0.6197183098591549
t2,프레이타스,2021,13,1,0,0,0,5,0,1,13,0,57,0,222,20,0.3064516129032258,0.2631578947368421
t3,프레이타스,2021,3,1,0,0,0,0,0,0,2,0,11,0,41,3,0.36363636363636365,0.45454545454545453
t1,황대인,2021,19,2,0,3,0,2,0,2,14,0,67,0,243,20,0.37681159420289856,0.5223880597014925
t2,황대인,2021,11,2,0,1,1,6,0,1,18,1,67,0,263,20,0.28,0.2835820895522388
t3,황대인,2021,2,0,0,1,0,0,0,0,0,0,2,0,7,2,1.5,3.0
t1,김동엽,2021,14,3,0,0,2,4,0,1,13,0,45,0,212,20,0.45098039215686275,0.4444444444444444
t2,김동엽,2021,5,1,0,1,1,4,0,0,14,0,54,1,229,20,0.2033898305084746,0.2037037037037037
t1,김민혁,2021,7,0,1,0,0,8,0,0,9,0,43,1,202,20,0.3137254901960784,0.23255813953488372
t2,김민혁,2021,17,0,1,0,1,4,0,1,8,1,40,1,183,20,0.5,0.5
t1,도태훈,2021,6,0,0,0,1,2,0,1,7,0,25,1,126,20,0.32142857142857145,0.24
t2,도태훈,2021,2,0,0,1,1,1,0,1,5,0,26,0,101,19,0.17857142857142858,0.23076923076923078
t1,이정훈,2021,15,3,0,2,1,10,0,2,15,0,64,0,313,20,0.41333333333333333,0.453125
t2,이정훈,2021,17,3,0,0,2,9,0,1,18,0,62,0,301,18,0.4246575342465753,0.3709677419354839
t1,허도환,2021,7,0,0,1,0,2,0,1,8,2,33,0,134,20,0.2702702702702703,0.3333333333333333
t2,허도환,2021,8,1,0,1,2,3,0,1,4,5,26,0,132,17,0.4166666666666667,0.5384615384615384
t1,전민수,2021,5,1,0,0,0,4,0,0,4,0,24,0,114,20,0.35714285714285715,0.2916666666666667
t2,전민수,2021,4,0,0,0,0,2,0,0,5,0,16,0,73,16,0.3333333333333333,0.25
t1,정현,2021,12,0,1,0,4,8,0,1,5,3,38,0,195,20,0.4716981132075472,0.39473684210526316
t2,정현,2021,7,4,0,0,0,1,0,1,10,2,30,0,123,16,0.36363636363636365,0.5
t1,김태훈,2021,12,1,0,1,0,2,0,1,5,0,38,0,131,20,0.4,0.47368421052631576
t2,김태훈,2021,5,3,1,0,1,0,0,0,11,1,39,0,154,16,0.24390243902439024,0.358974358974359
t1,노수광,2021,12,3,0,0,0,7,0,0,24,2,59,4,278,20,0.3235294117647059,0.3050847457627119
t2,노수광,2021,7,0,0,1,1,5,0,1,10,0,45,2,195,15,0.27450980392156865,0.24444444444444444
t1,이영빈,2021,9,2,0,0,0,6,0,1,9,1,28,1,135,20,0.4857142857142857,0.4642857142857143
t2,이영빈,2021,7,0,0,1,0,1,0,0,5,0,20,0,80,15,0.42857142857142855,0.55
t1,김규성,2021,2,1,0,0,0,1,0,0,6,0,10,0,52,20,0.36363636363636365,0.4
t2,김규성,2021,1,0,0,0,0,4,0,0,5,0,15,0,82,15,0.2631578947368421,0.06666666666666667
t1,김병희,2021,7,1,0,3,2,10,0,0,7,2,28,1,165,20,0.5476190476190477,0.75
t2,김병희,2021,8,2,0,2,1,3,0,0,8,0,24,2,115,14,0.5714285714285714,0.8333333333333334
t1,유장혁,2021,8,2,0,0,1,5,0,1,19,0,57,1,264,20,0.25396825396825395,0.21052631578947367
t2,유장혁,2021,6,3,0,1,1,3,0,1,20,2,41,1,195,14,0.2978723404255319,0.3902439024390244
t1,신용수,2021,4,1,0,1,2,2,0,2,6,0,29,0,121,20,0.30303030303030304,0.3448275862068966
t2,신용수,2021,7,1,0,0,0,1,0,0,1,0,19,0,80,13,0.45,0.47368421052631576
t1,박정현,2021,14,2,0,0,0,8,0,1,14,2,57,1,238,20,0.3582089552238806,0.3157894736842105
t2,박정현,2021,7,2,0,0,0,1,0,0,18,1,50,0,191,13,0.19230769230769232,0.22
t1,이우성,2021,3,0,0,0,0,5,0,0,6,0,23,0,117,20,0.2857142857142857,0.13043478260869565
t2,이우성,2021,4,1,0,0,0,1,0,0,3,1,16,2,65,11,0.3333333333333333,0.375
t1,이원재,2021,10,0,0,0,0,1,0,0,9,1,38,1,138,20,0.275,0.2631578947368421
t2,이원재,2021,5,2,0,0,1,0,0,1,2,0,27,0,116,11,0.2857142857142857,0.3333333333333333
t1,임종찬,2021,13,4,0,1,1,7,0,0,24,2,64,0,287,20,0.35135135135135137,0.390625
t2,임종찬,2021,3,1,0,0,0,2,0,1,17,0,39,0,159,11,0.14634146341463414,0.1282051282051282
t1,이홍구,2021,5,0,0,1,0,1,0,3,20,0,33,0,146,20,0.20588235294117646,0.2727272727272727
t2,이홍구,2021,3,0,0,0,0,1,1,0,7,0,19,0,62,10,0.23809523809523808,0.15789473684210525
t1,이병규,2021,7,0,0,0,1,6,0,2,10,0,26,0,139,20,0.42424242424242425,0.2692307692307692
t2,이병규,2021,1,0,0,0,0,2,0,0,4,0,8,0,47,9,0.3,0.125
t1,지석훈,2021,2,1,0,0,1,3,0,0,9,0,27,0,109,20,0.22580645161290322,0.14814814814814814
t2,지석훈,2021,3,0,0,0,1,3,0,0,3,0,7,0,49,8,0.6363636363636364,0.42857142857142855
t1,나승엽,2021,11,1,0,1,0,6,0,0,17,0,53,1,261,20,0.3220338983050847,0.32075471698113206
t2,나승엽,2021,5,1,0,0,0,4,0,0,6,0,21,0,123,8,0.4,0.3333333333333333
t1,김휘집,2021,7,0,0,1,1,6,0,0,17,3,51,1,264,20,0.2459016393442623,0.21568627450980393
t2,김휘집,2021,2,1,0,0,1,7,0,0,5,0,14,0,94,7,0.5,0.2857142857142857
t1,최영진,2021,10,0,1,1,1,1,0,0,7,0,32,1,138,20,0.4117647058823529,0.53125
t2,최영진,2021,2,1,0,0,0,0,0,0,1,0,6,0,26,5,0.5,0.6666666666666666
t1,허정협,2021,3,0,0,0,0,5,0,1,6,0,32,0,140,20,0.21621621621621623,0.09375
t2,허정협,2021,2,0,0,0,0,0,0,0,1,0,4,0,16,4,0.5,0.5
t1,허관회,2021,7,0,0,0,1,8,0,1,19,0,51,0,255,20,0.26666666666666666,0.13725490196078433
t2,허관회,2021,2,0,0,0,0,3,0,0,1,0,7,0,49,3,0.5,0.2857142857142857
t1,박주홍,2021,4,1,0,0,0,9,0,0,19,0,39,1,222,20,0.2916666666666667,0.15384615384615385
t2,박주홍,2021,1,1,0,0,0,0,0,1,2,0,8,0,34,2,0.25,0.375
t1,나지완,2021,8,1,0,0,5,8,0,2,21,0,59,0,311,20,0.3055555555555556,0.1694915254237288
t1,강로한,2021,4,0,0,2,0,2,0,0,18,0,33,0,151,20,0.22857142857142856,0.36363636363636365
t1,오준혁,2021,9,2,0,1,0,4,0,2,14,0,41,0,167,20,0.35555555555555557,0.4146341463414634
t1,박준태,2021,7,3,0,0,2,7,0,0,11,0,35,1,180,20,0.4318181818181818,0.37142857142857144
t1,강상원,2021,3,0,0,0,0,5,0,0,7,1,29,3,139,20,0.22857142857142856,0.10344827586206896
t1,장두성,2021,6,2,0,0,0,2,0,0,9,0,28,2,107,19,0.3333333333333333,0.35714285714285715
t1,강태율,2021,2,1,0,1,0,4,0,1,10,0,26,0,112,19,0.26666666666666666,0.3076923076923077
t1,나주환,2021,5,0,0,0,0,0,0,2,12,0,31,0,126,19,0.16129032258064516,0.16129032258064516
t1,송준석,2021,12,2,0,2,1,3,0,1,13,0,51,0,211,19,0.36363636363636365,0.47058823529411764
t1,강민국,2021,11,2,0,0,0,3,0,1,6,2,45,0,200,18,0.32,0.3333333333333333
t1,민병헌,2021,8,3,0,0,0,6,0,2,11,1,42,0,183,14,0.3469387755102041,0.3333333333333333
t1,이해창,2021,9,3,0,0,1,1,0,0,9,2,39,0,166,14,0.32558139534883723,0.38461538461538464
t1,이진영,2021,8,2,1,2,4,3,0,0,19,0,35,1,189,13,0.47619047619047616,0.6571428571428571
t1,김수환,2021,9,2,0,2,0,2,0,2,17,0,41,0,172,13,0.3488372093023256,0.5121951219512195
t1,김건형,2021,7,1,0,0,0,6,1,0,6,0,33,1,145,11,0.375,0.2727272727272727
